# GeoNames cities15000 (https://www.geonames.org), CC BY 4.0. Generated by Tools/make_places.py
Pasco		46.2396	-119.1006	Washington	United States	69451	パスコ,帕斯科	America/Los_Angeles
Mobārakeh	Mobarakeh	32.3461	51.5020	Isfahan	Iran	69449		Asia/Tehran
Thanlyin		16.7689	96.2450	Yangon	Myanmar	69448		Asia/Yangon
Dobrich		43.5649	27.8314	Dobrich	Bulgaria	69434	ドブリチ,多布里奇,도브리치	Europe/Sofia
Chengxian Chengguanzhen		33.7478	105.7329	Gansu	China	69427	城关镇,成县,成县城关镇	Asia/Shanghai
Pittsburg		38.0280	-121.8847	California	United States	69424	ピッツバーグ,匹兹堡,匹茲堡,피츠버그	America/Los_Angeles
Luquembo		-10.7391	17.7177	Malanje	Angola	69420		Africa/Luanda
Núi Thành	Nui Thanh	15.4319	108.6595	Da Nang City	Vietnam	69406		Asia/Ho_Chi_Minh
Sayyān	Sayyan	15.1718	44.3244	Sanaa Governorate	Yemen	69404		Asia/Aden
Tripunittura		9.9428	76.3333	Kerala	India	69390		Asia/Kolkata
Bongabon		15.6321	121.1448	Central Luzon	Philippines	69376		Asia/Manila
Gujar Khan		33.2541	73.3043	Punjab	Pakistan	69374		Asia/Karachi
Kungsholmen		59.3318	18.0412	Stockholm	Sweden	69363		Europe/Stockholm
Xininglu		44.3396	84.9043	Xinjiang	China	69361	独山子,独山子区,玛依塔柯山,西宁路	Asia/Urumqi
Kot Malik Barkhurdar		30.2038	66.9872	Balochistan	Pakistan	69359		Asia/Karachi
Chuhar Kana		31.7500	73.8000	Punjab	Pakistan	69321		Asia/Karachi
Ridgewood		40.7001	-73.9057	New York	United States	69317		America/New_York
Palatine		42.1103	-88.0342	Illinois	United States	69308		America/Chicago
Kampung Baru Balakong		3.0294	101.7471	Selangor	Malaysia	69302		Asia/Kuala_Lumpur
Toyoake		35.0380	136.9993	Aichi	Japan	69295	豊明,豊明市	Asia/Tokyo
Bitola		41.0323	21.3355	Bitola	North Macedonia	69287	ビトラ,比托拉,비톨라	Europe/Skopje
Ambovombe		-25.1784	46.0872	Androy	Madagascar	69265	アンボヴォンベ	Indian/Antananarivo
Shājāpur	Shajapur	23.4264	76.2777	Madhya Pradesh	India	69263		Asia/Kolkata
Anseong		37.0108	127.2703	Gyeonggi-do	South Korea	69255	安城市,안성,안성시	Asia/Seoul
Xuantan		29.2086	105.5697	Sichuan	China	69250	玄滩	Asia/Shanghai
Jiehu		35.5428	118.4550	Shandong	China	69245		Asia/Shanghai
Bargny		14.6971	-17.2301	Dakar	Senegal	69242	バーグニー,巴爾尼	Africa/Dakar
Ōdate	Odate	40.2718	140.5576	Akita	Japan	69237	おおだて,オオダテ,大館,大館市	Asia/Tokyo
Verdun		45.4601	-73.5706	Quebec	Canada	69229		America/Toronto
Suwałki	Suwalki	54.1118	22.9309	Podlasie	Poland	69222	スヴァウキ,苏瓦乌基,수바우키	Europe/Warsaw
Mettupalayam		11.2997	76.9348	Tamil Nadu	India	69213		Asia/Kolkata
North Richland Hills		32.8343	-97.2289	Texas	United States	69204		America/Chicago
San Leonardo		15.3630	120.9639	Central Luzon	Philippines	69180		Asia/Manila
Valdefuentes		40.4937	-3.6359	Madrid	Spain	69176		Europe/Madrid
Union City		40.7796	-74.0238	New Jersey	United States	69156	ユニオンシティ,友聯市,유니언시티	America/New_York
Kissimmee		28.3047	-81.4167	Florida	United States	69152	キシミー,基西米	America/New_York
Linjiang		41.8069	126.9078	Jilin	China	69149	临江	Asia/Shanghai
Hunedoara		45.7500	22.9000	Hunedoara County	Romania	69136		Europe/Bucharest
Las Cumbres		9.0921	-79.5389	Panamá	Panama	69102		America/Panama
San Carlo All'Arena		40.8651	14.2629	Campania	Italy	69094		Europe/Rome
Khlong Kum		13.7884	100.6803	Bangkok	Thailand	69071		Asia/Bangkok
Sunām	Sunam	30.1288	75.7994	Punjab	India	69069		Asia/Kolkata
Tantou		26.0303	119.5974	Fujian	China	69050	潭头,潭头镇	Asia/Shanghai
Bhawānipatna	Bhawanipatna	19.9072	83.1670	Odisha	India	69045		Asia/Kolkata
Sōja	Soja	34.6753	133.7509	Okayama	Japan	69030	総社	Asia/Tokyo
Mindelo		16.8901	-24.9804	São Vicente	Cabo Verde	69013	ミンデロ,明德盧,민델루	Atlantic/Cape_Verde
Ostend		51.2155	2.9270	Flanders	Belgium	69011	オーステンデ,奥斯滕德,오스텐더	Europe/Brussels
Nganjuk		-7.6051	111.9035	East Java	Indonesia	69011		Asia/Jakarta
Sint-Niklaas		51.1651	4.1437	Flanders	Belgium	69010		Europe/Brussels
Chicoutimi		48.4196	-71.0637	Quebec	Canada	69004		America/Toronto
Calauag		13.9575	122.2880	Calabarzon	Philippines	68999		Asia/Manila
Xiaoshi		41.2971	124.1209	Liaoning	China	68994	小市,小市镇,本溪,本溪县	Asia/Shanghai
Ziauddin Pur		28.7087	77.2765	Delhi	India	68993		Asia/Kolkata
Lençóis Paulista	Lencois Paulista	-22.5986	-48.8003	São Paulo	Brazil	68990		America/Sao_Paulo
Boconó	Bocono	9.2538	-70.2511	Trujillo	Venezuela	68990	博科諾	America/Caracas
Magalang		15.2151	120.6596	Central Luzon	Philippines	68988		Asia/Manila
Ihnāsyā al Madīnah	Ihnasya al Madinah	29.0895	30.9432	Beni Suweif	Egypt	68976		Africa/Cairo
Jamkhandi		16.5046	75.2915	Karnataka	India	68938		Asia/Kolkata
Bogale		16.2941	95.3974	Ayeyarwady	Myanmar	68938		Asia/Yangon
Güines	Gueines	22.8384	-82.0267	Mayabeque	Cuba	68935		America/Havana
Royal Tunbridge Wells		51.1332	0.2626	England	United Kingdom	68910	皇家唐橋井	Europe/London
Walnut Creek		37.9063	-122.0650	California	United States	68910	ウォールナット・クリーク,核桃溪,월넛크릭	America/Los_Angeles
Ad Dilinjāt	Ad Dilinjat	30.8280	30.5355	Beheira	Egypt	68901		Africa/Cairo
Darnytskyi Masyv		50.4431	30.6276	Kyiv City	Ukraine	68900		Europe/Kyiv
Koson		39.0375	65.5850	Qashqadaryo	Uzbekistan	68900		Asia/Samarkand
Cantaura		9.3057	-64.3584	Anzoátegui	Venezuela	68885		America/Caracas
Granada		3.5463	-73.7069	Meta Department	Colombia	68876		America/Bogota
Inongo		-1.9275	18.2881	Mai-Ndombe	Democratic Republic of the Congo	68852	イノンゴ	Africa/Kinshasa
Hoorn		52.6425	5.0597	North Holland	The Netherlands	68852	ホールン,荷恩,호른	Europe/Amsterdam
Basmat		19.3287	77.1575	Maharashtra	India	68846		Asia/Kolkata
Libon		13.2997	123.4386	Bicol Region	Philippines	68846		Asia/Manila
Assen		52.9967	6.5625	Drenthe	The Netherlands	68836	アッセン,阿森,아선	Europe/Amsterdam
Chulucanas		-5.0925	-80.1625	Piura	Peru	68835		America/Lima
Tuymazy		54.6064	53.7118	Bashkortostan Republic	Russia	68829		Asia/Yekaterinburg
Taj Pul		28.4948	77.3059	Delhi	India	68796		Asia/Kolkata
Enugu-Ukwu		6.1715	7.0053	Anambra	Nigeria	68785		Africa/Lagos
Cordova		35.1557	-89.7762	Tennessee	United States	68779		America/Chicago
Moriya		35.9333	140.0000	Ibaraki	Japan	68777	守谷,守谷市,모리야 시	Asia/Tokyo
Itō	Ito	34.9667	139.0833	Shizuoka	Japan	68773	伊東,伊東市,이토 시	Asia/Tokyo
Yachimata		35.6500	140.3167	Chiba	Japan	68769	八街,八街市,야치마타 시	Asia/Tokyo
Cabedelo		-6.9811	-34.8339	Paraíba	Brazil	68767	卡贝德卢	America/Fortaleza
Venâncio Aires	Venancio Aires	-29.6064	-52.1919	Rio Grande do Sul	Brazil	68763		America/Sao_Paulo
Ponferrada		42.5466	-6.5962	Castille and León	Spain	68736	ポンフェラーダ,蓬费拉达,폰페라다	Europe/Madrid
Itapecuru Mirim		-3.3925	-44.3586	Maranhão	Brazil	68723		America/Fortaleza
Jinjiang		19.7378	110.0093	Hainan	China	68720	澄迈县,金江	Asia/Shanghai
Lupon		6.8981	126.0096	Davao Region	Philippines	68717		Asia/Manila
Gion		34.4333	132.4667	Hiroshima	Japan	68713	祇園	Asia/Tokyo
Idah		7.1135	6.7387	Kogi State	Nigeria	68703		Africa/Lagos
Yunmen		30.0827	106.3238	Chongqing	China	68698	云门,云门镇	Asia/Shanghai
Lys’va	Lys'va	58.1074	57.8106	Perm Krai	Russia	68660		Asia/Yekaterinburg
Knysna		-34.0363	23.0471	Western Cape	South Africa	68659	克尼斯納	Africa/Johannesburg
Wushan		34.7208	104.8858	Gansu	China	68643	武山	Asia/Shanghai
Kayamkulam		9.1817	76.5009	Kerala	India	68634		Asia/Kolkata
Mount Vernon		40.9126	-73.8371	New York	United States	68628	マウント・ヴァーノン,芒特弗农,芒特弗農,마운트버넌	America/New_York
Darya Khan		31.7845	71.1020	Punjab	Pakistan	68622		Asia/Karachi
Dharmapuri		12.1277	78.1579	Tamil Nadu	India	68619	ダルマプリ,达尔马普里	Asia/Kolkata
Heishan		41.6892	122.1128	Liaoning	China	68603		Asia/Shanghai
Conroe		30.3119	-95.4561	Texas	United States	68602		America/Chicago
Borisoglebsk		51.3689	42.0980	Voronezh Oblast	Russia	68597	鲍里索格列布斯克,보리소글렙스크	Europe/Moscow
Obonoma		4.7113	6.7908	Rivers State	Nigeria	68584		Africa/Lagos
Dothan		31.2232	-85.3905	Alabama	United States	68567	ドーサン,多森,도선	America/Chicago
Sosnovyy Bor		59.8996	29.0857	Leningradskaya Oblast'	Russia	68563		Europe/Moscow
Feodosiya		45.0320	35.3815	Crimea	Ukraine	68562	フェオドシヤ,페오도시야	Europe/Simferopol
Aschaffenburg		49.9770	9.1521	Bavaria	Germany	68551	アシャッフェンブルク,阿沙芬堡,아샤펜부르크	Europe/Berlin
Bouïra	Bouira	36.3749	3.9020	Bouira	Algeria	68545	ブイラ	Africa/Algiers
Chinchiná	Chinchina	4.9832	-75.6049	Caldas Department	Colombia	68512		America/Bogota
Ouricuri		-7.8825	-40.0817	Pernambuco	Brazil	68489		America/Recife
Budapest XVI. kerület	Budapest XVI. keruelet	47.5148	19.1703	Budapest	Hungary	68484		Europe/Budapest
Tsuruga		35.6530	136.0633	Fukui	Japan	68482	敦賀,敦賀市,쓰루가 시	Asia/Tokyo
Hämeenlinna	Haemeenlinna	60.9960	24.4643	Kanta-Häme	Finland	68473	ハメーンリンナ,海门林纳,헤멘린나	Europe/Helsinki
Northridge		34.2283	-118.5367	California	United States	68469		America/Los_Angeles
Waterloo		42.4928	-92.3430	Iowa	United States	68460	ウォータールー,워털루	America/Chicago
Tanauan		14.0863	121.1497	Calabarzon	Philippines	68456		Asia/Manila
Pengcheng		36.4311	114.1700	Hebei	China	68442		Asia/Shanghai
Wenjiang		28.3881	104.5634	Sichuan	China	68433	文江	Asia/Shanghai
Al Balyanā	Al Balyana	26.2365	32.0039	Sohag	Egypt	68413		Africa/Cairo
Rivas-Vaciamadrid		40.3261	-3.5109	Madrid	Spain	68405		Europe/Madrid
Sheki		41.1919	47.1706	Shaki City	Azerbaijan	68400	シェキ	Asia/Baku
Nakivale Refugee Camp		-0.7406	30.9963	Western Region	Uganda	68400		Africa/Kampala
Maple Grove		45.0725	-93.4558	Minnesota	United States	68385	メイプル・グローヴ,梅普尔格罗夫	America/Chicago
Baranoa		10.7941	-74.9164	Atlántico	Colombia	68383		America/Bogota
Shima		24.4465	117.8122	Fujian	China	68375	石码	Asia/Shanghai
Aparri		18.3566	121.6406	Cagayan Valley	Philippines	68368	阿帕里	Asia/Manila
Bīsalpur	Bisalpur	28.2925	79.8047	Uttar Pradesh	India	68355	ビサルプール,比瑟尔布尔,比瑟爾布爾,比薩爾普爾	Asia/Kolkata
Peruíbe	Peruibe	-24.3200	-46.9983	São Paulo	Brazil	68352	佩鲁伊比	America/Sao_Paulo
Ninghai		29.2892	121.4247	Zhejiang	China	68330	宁海,宁海县	Asia/Shanghai
Framingham		42.2793	-71.4162	Massachusetts	United States	68318	フレイミンガム,弗雷明汉,弗雷明翰市,費明咸	America/New_York
San Isidro		-12.0966	-77.0426	Lima region	Peru	68309		America/Lima
Icó	Ico	-6.4011	-38.8622	Ceará	Brazil	68303		America/Fortaleza
Sabae		35.9465	136.1850	Fukui	Japan	68302	鯖江,鯖江市	Asia/Tokyo
Al Faḩāḩīl	Al Fahahil	29.0825	48.1303	Al Aḩmadī	Kuwait	68290		Asia/Kuwait
Saldanha		-33.0117	17.9442	Western Cape	South Africa	68284		Africa/Johannesburg
Adrar		27.8743	-0.2939	Adrar	Algeria	68276	アドラール,阿德拉尔,아드라르	Africa/Algiers
Issia		6.4922	-6.5856	Sassandra-Marahoue	Ivory Coast	68263	伊西亞	Africa/Abidjan
Dolgoprudnyy		55.9496	37.5018	Moscow Oblast	Russia	68259		Europe/Moscow
Formiga		-20.4644	-45.4264	Minas Gerais	Brazil	68248	福米加	America/Sao_Paulo
Söke	Soeke	37.7482	27.4061	Aydın	Turkey	68230	瑟凱	Europe/Istanbul
Altagracia de Orituco		9.8600	-66.3814	Guárico	Venezuela	68207		America/Caracas
Nghĩa Lộ	Nghia Lo	21.6000	104.5167	Lao Cai	Vietnam	68206		Asia/Ho_Chi_Minh
Attili		16.7000	81.6000	Andhra Pradesh	India	68196		Asia/Kolkata
Wimbledon		51.4221	-0.2081	England	United Kingdom	68187	ウィンブルドン,温布尔登,温布尔登网球锦标赛,溫布頓	Europe/London
Ina		35.8276	137.9538	Nagano	Japan	68177	伊那,伊那市,이나 시	Asia/Tokyo
Redondo Beach		33.8492	-118.3884	California	United States	68166	レドンドビーチ,雷东多海滩,리돈도비치	America/Los_Angeles
Corby		52.4964	-0.6894	England	United Kingdom	68164	コービー,科爾比,코비	Europe/London
Aïn Harrouda	Ain Harrouda	33.6374	-7.4497	Casablanca-Settat	Morocco	68161		Africa/Casablanca
Notre-Dame-de-Grâce	Notre-Dame-de-Grace	45.4768	-73.6143	Quebec	Canada	68152		America/Toronto
Langarūd	Langarud	37.1955	50.1526	Gilan Province	Iran	68148		Asia/Tehran
Guiglo		6.5437	-7.4935	Montagnes	Ivory Coast	68113		Africa/Abidjan
Cadereyta Jiménez	Cadereyta Jimenez	25.5905	-100.0010	Nuevo León	Mexico	68111		America/Monterrey
Majadahonda		40.4735	-3.8718	Madrid	Spain	68110	马哈达翁达	Europe/Madrid
Bossier City		32.5160	-93.7321	Louisiana	United States	68094	波西尔城,보셔시티	America/Chicago
Cumbum		9.7365	77.2847	Tamil Nadu	India	68090		Asia/Kolkata
Morón	Moron	10.4871	-68.2008	Carabobo	Venezuela	68084		America/Caracas
Neubrandenburg		53.5573	13.2610	Mecklenburg-Vorpommern	Germany	68082	ノイブランデンブルク,新勃兰登堡,노이브란덴부르크	Europe/Berlin
Artemisa		22.8137	-82.7581	Artemisa	Cuba	68073	アルテミサ	America/Havana
Valle de Santiago		20.3915	-101.1910	Guanajuato	Mexico	68058		America/Mexico_City
Stamford Hill		51.5687	-0.0733	England	United Kingdom	68050	スタンフォード・ヒル,史丹佛山	Europe/London
Sanlúcar de Barrameda	Sanlucar de Barrameda	36.7781	-6.3515	Andalusia	Spain	68037	サンルーカル・デ・バラメーダ,桑卢卡尔德瓦拉梅达,산루카르데바라메다	Europe/Madrid
Bir el Djir		35.7200	-0.5450	Oran	Algeria	68032		Africa/Algiers
Bungoma		0.5635	34.5605	Bungoma County	Kenya	68031		Africa/Nairobi
Macenta		8.5435	-9.4710	Nzérékoré Region	Guinea	68020		Africa/Conakry
Amparo		-22.7011	-46.7644	São Paulo	Brazil	68008	安帕羅	America/Sao_Paulo
Munnar		10.0882	77.0624	Kerala	India	68000	ムンナール,慕那尔	Asia/Kolkata
Dorogomilovo		55.7418	37.5471	Moscow	Russia	68000		Europe/Moscow
Balanbale		5.7690	45.7630	Galguduud	Somalia	68000		Africa/Addis_Ababa
Panipat Taraf Makhdum Zadgan		29.4161	76.9883	Haryana	India	67998		Asia/Kolkata
Cadereyta		25.5833	-99.9833	Nuevo León	Mexico	67994		America/Monterrey
Bourges		47.0833	2.4000	Centre-Val de Loire	France	67987	ブールジュ,布尔日,부르주	Europe/Paris
Yorba Linda		33.8886	-117.8131	California	United States	67973	ヨーバ・リンダ,約巴林達,约巴林达,요버 린더	America/Los_Angeles
Nābha	Nabha	30.3758	76.1529	Punjab	India	67972		Asia/Kolkata
Mustamäe	Mustamaee	59.4048	24.6812	Harjumaa	Estonia	67968		Europe/Tallinn
Ardeşen	Ardesen	41.1906	40.9793	Rize Province	Turkey	67965		Europe/Istanbul
Chaihe		44.7598	129.6783	Heilongjiang	China	67963	柴河,柴河镇	Asia/Shanghai
Budyonnovsk		44.7839	44.1658	Stavropol Kray	Russia	67962		Europe/Moscow
Bihāt	Bihat	25.4253	86.0208	Bihar	India	67952		Asia/Kolkata
Minggang		32.4586	114.0486	Henan	China	67945		Asia/Shanghai
Tangzhai		34.4328	116.5911	Anhui	China	67936		Asia/Shanghai
Xunyang		32.8239	109.3653	Shaanxi	China	67929		Asia/Shanghai
Barberton		-25.7884	31.0532	Mpumalanga	South Africa	67927	巴伯頓	Africa/Johannesburg
Samāstipur	Samastipur	25.8622	85.7795	Bihar	India	67925		Asia/Kolkata
Calbayog City		12.0668	124.5962	Eastern Visayas	Philippines	67921		Asia/Manila
Belogorsk		50.9124	128.5124	Amur Oblast	Russia	67911	ベロゴルスク,别洛戈尔斯克,벨로고르스크	Asia/Yakutsk
Hashima		35.3290	136.6805	Gifu	Japan	67909	羽島,羽島市,하시마 시	Asia/Tokyo
Kāranja	Karanja	20.4827	77.4886	Maharashtra	India	67907		Asia/Kolkata
Stróvolos	Strovolos	35.1487	33.3338	Nicosia	Cyprus	67904		Asia/Nicosia
Campiña	Campina	38.2190	-2.9807	Andalusia	Spain	67904		Europe/Madrid
Yanghe		38.2785	106.2478	Ningxia	China	67901	杨和,永宁县	Asia/Shanghai
Gode		5.9506	43.5519	Somali	Ethiopia	67900		Africa/Addis_Ababa
Concepción del Uruguay	Concepcion del Uruguay	-32.4846	-58.2322	Entre Rios	Argentina	67895	konsepushion・deru・uruguai,コンセプシオン・デル・ウルグアイ,乌拉圭河畔康塞普西翁	America/Argentina/Cordoba
San Mateo Atenco		19.2676	-99.5321	México	Mexico	67890		America/Mexico_City
Angat		14.9285	121.0300	Central Luzon	Philippines	67862		Asia/Manila
Woodbury		44.9239	-92.9594	Minnesota	United States	67855	우드베리	America/Chicago
San Fernando		-8.3982	-74.5377	Ucayali	Peru	67844		America/Lima
Tanjung Selor		2.8375	117.3653	North Kalimantan	Indonesia	67837		Asia/Makassar
Conceição do Coité	Conceicao do Coite	-11.5639	-39.2828	Bahia	Brazil	67825		America/Bahia
Dongfeng		42.6739	125.5289	Jilin	China	67820	东丰,东丰村	Asia/Shanghai
Roman		46.9212	26.9265	Neamț County	Romania	67819	羅曼,로만	Europe/Bucharest
Sītāmarhi	Sitamarhi	26.5936	85.4906	Bihar	India	67818		Asia/Kolkata
Bârlad	Barlad	46.2317	27.6691	Vaslui County	Romania	67818	伯尔拉德,브를라드	Europe/Bucharest
Blagoevgrad		42.0146	23.0980	Blagoevgrad	Bulgaria	67810	ブラゴエヴグラト,布拉戈耶夫格勒,블라고에브그라드	Europe/Sofia
Deva		45.8833	22.9000	Hunedoara County	Romania	67802	デヴァ,德瓦,데바	Europe/Bucharest
Kamuli		0.9472	33.1197	Eastern Region	Uganda	67800		Africa/Kampala
Xo‘jayli Shahri	Xo'jayli Shahri	42.4088	59.4454	Karakalpakstan	Uzbekistan	67800		Asia/Samarkand
Rājsamand	Rajsamand	25.0714	73.8798	Rajasthan	India	67798		Asia/Kolkata
Huamak		13.7578	100.6474	Bangkok	Thailand	67798		Asia/Bangkok
Kaga		36.3000	136.3333	Ishikawa	Japan	67793	加賀	Asia/Tokyo
Tamano		34.5174	133.9457	Okayama	Japan	67786	玉野,玉野市,다마노 시	Asia/Tokyo
Quillota		-32.8834	-71.2488	Valparaiso	Chile	67779	基約塔,키요타	America/Santiago
Eau Claire		44.8113	-91.4985	Wisconsin	United States	67778	オークレア,歐克雷爾,清水市,오클레어	America/Chicago
Jiang’an	Jiang'an	28.7334	105.0683	Sichuan	China	67776	江安	Asia/Shanghai
Kesklinn		59.4355	24.7575	Harjumaa	Estonia	67766		Europe/Tallinn
Saraburi		14.5333	100.9167	Saraburi	Thailand	67763	サラブリ	Asia/Bangkok
Ishim		56.1125	69.4872	Tyumen Oblast	Russia	67762	伊希姆,이심	Asia/Yekaterinburg
Zhenlai		45.8496	123.1979	Jilin	China	67760	镇赉	Asia/Shanghai
Velsen-Zuid		52.4600	4.6500	North Holland	The Netherlands	67758		Europe/Amsterdam
Waldorf		38.6246	-76.9391	Maryland	United States	67752	ウォルドーフ,월도프	America/New_York
Dessau		51.8386	12.2455	Saxony-Anhalt	Germany	67747	デッサウ,德绍,데사우	Europe/Berlin
Malkāpur	Malkapur	20.8855	76.1993	Maharashtra	India	67740		Asia/Kolkata
La Carlota		10.4242	122.9212	Western Visayas	Philippines	67740	ラ・カルロータ,拉卡洛塔,라 칼로타	Asia/Manila
Santo Domingo Tehuantepec		16.3246	-95.2410	Oaxaca	Mexico	67739		America/Mexico_City
Shuangfengqiao		29.7186	106.6271	Chongqing	China	67717	双凤桥,双凤桥街道,渝北区	Asia/Shanghai
Forest Hills		40.7162	-73.8501	New York	United States	67714		America/New_York
Apac		1.9756	32.5386	Northern Region	Uganda	67700		Africa/Kampala
Dāmghān	Damghan	36.1679	54.3429	Semnan	Iran	67694		Asia/Tehran
Mococa		-21.4678	-47.0047	São Paulo	Brazil	67681		America/Sao_Paulo
Hwadae		40.8381	129.4969	North Hamgyong	North Korea	67677	화대	Asia/Pyongyang
Ji’an	Ji'an	41.1282	126.1946	Jilin	China	67673	集安,集安市	Asia/Shanghai
Songjianghe		42.1859	127.4789	Jilin	China	67672	松江河,松江河镇	Asia/Shanghai
Ede		52.0333	5.6583	Gelderland	The Netherlands	67670	エーデ	Europe/Amsterdam
Davis		38.5449	-121.7405	California	United States	67666	デイビス,戴維斯,데이비스	America/Los_Angeles
Subic		14.8787	120.2319	Central Luzon	Philippines	67664		Asia/Manila
Şırnak	Sirnak	37.5139	42.4543	Şırnak	Turkey	67662		Europe/Istanbul
Tsushima		35.1667	136.7167	Aichi	Japan	67658	津島	Asia/Tokyo
Yan Besar		5.7989	100.3726	Kedah	Malaysia	67653		Asia/Kuala_Lumpur
Pālang	Palang	23.2182	90.3508	Dhaka Division	Bangladesh	67652		Asia/Dhaka
Modāsa	Modasa	23.4625	73.2986	Gujarat	India	67648		Asia/Kolkata
Glen Burnie		39.1626	-76.6247	Maryland	United States	67639		America/New_York
Arenella		40.8573	14.2228	Campania	Italy	67634		Europe/Rome
Banepā	Banepa	27.6327	85.5220	Bagmati Province	Nepal	67629	バネパ,巴內帕	Asia/Kathmandu
Agbor		6.2538	6.1942	Delta	Nigeria	67610		Africa/Lagos
Camarillo		34.2164	-119.0376	California	United States	67608	カマリロ,卡馬里奧,卡马里奥,캐머릴로	America/Los_Angeles
Jaisalmer		26.9176	70.9039	Rajasthan	India	67604	ジャイサルメール,贾沙梅尔,자이살메르	Asia/Kolkata
Xaçmaz	Xacmaz	41.4643	48.8056	Xaçmaz	Azerbaijan	67600	ハチマズ,哈奇馬斯	Asia/Baku
Luorong		24.4058	109.6086	Guangxi	China	67593		Asia/Shanghai
Tomé-Açu	Tome-Acu	-2.4189	-48.1522	Pará	Brazil	67585		America/Belem
Kovel		51.2155	24.7008	Volyn	Ukraine	67575	コーベル	Europe/Kyiv
Victoria		28.8053	-97.0036	Texas	United States	67574	ビクトリア,維多利亞,빅토리아	America/Chicago
Trapani		38.0176	12.5362	Sicily	Italy	67531	トラーパニ	Europe/Rome
Paignton		50.4357	-3.5679	England	United Kingdom	67520	ペイントン,佩恩頓	Europe/London
Rosales		15.8944	120.6328	Ilocos	Philippines	67510		Asia/Manila
Lüeyang Chengguanzhen	Lueeyang Chengguanzhen	33.3321	106.1550	Shaanxi	China	67496	略阳,略阳城关镇	Asia/Shanghai
Tejen		37.3834	60.5055	Ahal	Turkmenistan	67488		Asia/Ashgabat
Gaithersburg		39.1434	-77.2014	Maryland	United States	67456	ゲイザースバーグ,盖瑟斯堡,게이더스버그	America/New_York
Babati		-4.2167	35.7500	Manyara	Tanzania	67445	ババティ,巴巴蒂,바바티	Africa/Dar_es_Salaam
Shorkot		31.9102	70.8776	Khyber Pakhtunkhwa	Pakistan	67439		Asia/Karachi
Wenling		28.3752	121.3842	Zhejiang	China	67433	温岭	Asia/Shanghai
Chaguanas		10.5167	-61.4167	Chaguanas	Trinidad and Tobago	67433	チャグアナス	America/Port_of_Spain
Buldāna	Buldana	20.5293	76.1846	Maharashtra	India	67431		Asia/Kolkata
Montemorelos		25.1890	-99.8293	Nuevo León	Mexico	67428		America/Monterrey
Omīdīyeh	Omidiyeh	30.7628	49.7023	Khuzestan	Iran	67427		Asia/Tehran
Liepāja	Liepaja	56.5047	21.0109	Liepaja	Latvia	67421	リエパーヤ,利耶帕亚,리예파야	Europe/Riga
Huajing		31.1220	121.4493	Shanghai	China	67415	华泾	Asia/Shanghai
Dhenkānāl	Dhenkanal	20.6574	85.5969	Odisha	India	67414		Asia/Kolkata
Ezza-Ohu		6.4409	8.0843	Ebonyi State	Nigeria	67414		Africa/Lagos
Ixtapa-Zihuatanejo		17.6434	-101.5521	Guerrero	Mexico	67408	锡瓦塔内霍	America/Mexico_City
Rossendale		53.6846	-2.2769	England	United Kingdom	67400		Europe/London
Fuqing		25.7294	119.3747	Fujian	China	67397	福清	Asia/Shanghai
Urun-Islāmpur	Urun-Islampur	17.0500	74.2667	Maharashtra	India	67391		Asia/Kolkata
Caohe		30.2297	115.4335	Hubei	China	67370	漕河,漕河镇	Asia/Shanghai
Eskilstuna		59.3666	16.5077	Södermanland	Sweden	67359	エシルストゥーナ,埃斯基尔斯蒂纳,에스킬스투나	Europe/Stockholm
Jacksonville		34.7540	-77.4302	North Carolina	United States	67357	ジャクソンビル	America/New_York
Kiyosu		35.2167	136.8333	Aichi	Japan	67352	清須,清須市,기요스 시	Asia/Tokyo
Kostyantynivka		48.5273	37.7059	Donetsk	Ukraine	67350	コスティアンティニフカ	Europe/Kyiv
Gaoliu		36.8000	118.5000	Shandong	China	67339		Asia/Shanghai
Gopālganj	Gopalganj	26.4673	84.4404	Bihar	India	67339		Asia/Kolkata
City of Isabela		6.7041	121.9712	Autonomous Region in Muslim Mindanao	Philippines	67336		Asia/Manila
Breu Branco		-4.0009	-49.5068	Pará	Brazil	67332		America/Belem
Bongaigaon		26.4770	90.5581	Assam	India	67322		Asia/Kolkata
Xinzhou		19.7145	109.3115	Hainan	China	67316	新州,新州镇	Asia/Shanghai
Zadar		44.1158	15.2251	Zadar	Croatia	67309	ザダル,扎達爾,자다르	Europe/Zagreb
Sangamner		19.5678	74.2115	Maharashtra	India	67309	サンガムナー,桑格阿姆內爾,桑格阿姆内尔,상가네르	Asia/Kolkata
San Luis		20.1881	-75.8503	Santiago de Cuba Province	Cuba	67293		America/Havana
Caicara del Orinoco		7.6350	-66.1681	Bolívar	Venezuela	67277		America/Caracas
Pingzhuang		42.0372	119.2889	Inner Mongolia	China	67273	元宝山区,平庄,平庄镇	Asia/Shanghai
South San Francisco		37.6547	-122.4077	California	United States	67271	サウスサンフランシスコ,南旧金山,南舊金山	America/Los_Angeles
Sousa		-6.7592	-38.2281	Paraíba	Brazil	67259		America/Fortaleza
Kstovo		56.1475	44.1987	Nizhny Novgorod Oblast	Russia	67242	クストヴォ,克斯托沃,크스토보	Europe/Moscow
Shiojiri		36.1000	137.9667	Nagano	Japan	67241	塩尻,塩尻市,鹽尻市,시오지리 시	Asia/Tokyo
